text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-token-skip	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	air3-token 4	air3-token href 4	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8	sr-only 4	text-light 8	sr-only 5	d-inline-block	text-light 9	d-inline-flex	text-base-sm	air3-btn-link-secondary	sr-only 6
8 hours ago	Contract Full-Stack Developer for House-Flipping Automation Software	https://www.upwork.com/jobs/Contract-Full-Stack-Developer-for-House-Flipping-Automation-Software_~021883985380065465550/?referrer_url_path=find_work_home	Job feedback Contract Full-Stack Developer for House-Flipping Automation Software	Save job Contract Full-Stack Developer for House-Flipping Automation Software	Hourly: $20-$47	Expert	Est. Time:	30+ hrs/week	"About the Role
We are looking for a highly skilled Full-Stack Developer with experience in AI-powered applications to help us build a web-based software platform that automates and streamlines material selection, design output, and ordering for house-flippers. The tool will integrate input forms, material output sheets, and dynamic data pulled from Excel/Google Sheets, while leveraging AI agents to provide innovative solutions for material recommendations, automation, and real-time integrations.
This is a contract-based position with the potential for a long-term relationship as the product evolves.

Key Responsibilities
-Develop a responsive, user-friendly website where users can:
-Input property details and design preferences.
-View dynamic material output sheets based on preloaded data.
-Access formatted design sheets for contractors.
-Automate data pulling from backend data sheets (Excel or Google Sheets).
-Build and integrate AI agents to:
--Scrape website links to check for pricing and material availability. 
--Analyze user-uploaded images or floor plans to determine material quantities and dimensions.
--Automate ordering through vendor APIs (e.g., Amazon, Lowe’s, Home Depot).
--Ensure the platform is secure, scalable, and optimized for performance.
--Provide clean, well-documented code for future maintenance.

Requirements
-Technical Skills
-Frontend Development:
-Proficiency in HTML, CSS, JavaScript.
-Experience with modern frameworks like React, Vue.js, or Angular.
Backend Development:
-Strong skills in Python (preferred) or Node.js.
-Experience with frameworks like Django, Flask, or Express.js.
Database Management:
-Experience with SQL databases (MySQL, PostgreSQL) or --NoSQL databases (MongoDB).
-AI/ML Expertise:
-Hands-on experience with AI agents like LangChain, AutoGPT, or similar frameworks.
-Familiarity with computer vision techniques for analyzing floor plans or room images.
-Ability to integrate pre-trained models (e.g., OpenAI APIs, Hugging Face) into workflows.
API Integration:
-Experience integrating with vendor APIs (e.g., Amazon Affiliate, Lowe’s, Home Depot).
-Ability to handle dynamic pricing and inventory updates.

Preferred Qualifications
-Experience building SaaS platforms or tools for real estate or construction industries.
-Knowledge of 3D visualization tools or AR for user-facing design previews.
-Familiarity with DevOps tools for deployment (e.g., AWS, Azure, or Google Cloud).
-Passion for staying on the cutting edge of AI advancements and implementing innovative solutions.

Soft Skills
-Excellent problem-solving and critical thinking skills.
Strong communication skills to collaborate and align on project goals.
-Self-motivated with a proactive approach to troubleshooting and innovation.

What We Offer
-Opportunity to work on an innovative project disrupting the house-flipping industry.
-Flexible hours with a fully remote team.
-Competitive pay with potential for ongoing work as the product scales.
-Creative freedom to implement cutting-edge AI solutions."	Skip skills	Previous skills. Update list	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	AI Bot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314170376192	SQLite	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628000108549	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Next skills. Update list	Payment verified	Rating is 5 out of 5.	$1K+	spent	United States	20 to 50	more	"about ""Contract Full-Stack Developer for House-Flipping Automation Software"""
8 hours ago	Develop AI Voice Agent SaaS Platform	https://www.upwork.com/jobs/Develop-Voice-Agent-SaaS-Platform_~021883984827902121166/?referrer_url_path=find_work_home	Job feedback Develop AI Voice Agent SaaS Platform	Save job Develop AI Voice Agent SaaS Platform	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"Project Overview:
In simple words, we need to develop a simplified version of Voice Ai platform which works on
top of the Retell AI platform. Due to simplicity, users can use our platform to create basic
inbound or outbound agents with minimal settings that can integrate with some basic tools
like email, sms, call forwarding etc.
Users can configure agents, provision phone numbers, monitor call activity, and analyze
agent performance via a user-friendly dashboard. Users can purchase a monthly package
depending on their need to use the service.

Objectives:
1. Provide a user-friendly dashboard for users to set up AI voice agents.
2. Fetch and display call analytics data on the user dashboard.
3. Allow users to provision and manage phone numbers and basic integrations/actions.
4. Payment plan for users (maybe using Stripe).
5. Ensure compliance with GDPR, CCPA, and other applicable regulations.

Development Milestones:
1. Phase 1: MVP Development
○ User authentication and dashboard setup with usage analytics.
○ Basic agent creation and phone number provisioning.
○ Admin dashboard for us.
2. Phase 2: More Features
○ Subscription management and billing.
○ Integration with external systems (CRM, calendar).
3. Phase 3: Optimization and Scaling
○ API rate limit handling and performance optimization

Deliverables:
1. Fully functional SaaS platform with AI voice agent capabilities.
2. Source code with basic documentation for future integration.
3. Deployment on a scalable cloud infrastructure."	Skip skills	Previous skills. Update list	Full-Stack Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1484275089215770624	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	Web Application	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580737240190976	SaaS Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1577360225766813696									Next skills. Update list	Payment verified	Rating is 4.1 out of 5.	$200+	spent	Netherlands	5 to 10	more	"about ""Develop AI Voice Agent SaaS Platform"""
8 hours ago	Node.js Developer Needed for Shopify and Klaviyo Integration	https://www.upwork.com/jobs/Node-Developer-Needed-for-Shopify-and-Klaviyo-Integration_~021883984492124389851/?referrer_url_path=find_work_home	Job feedback Node.js Developer Needed for Shopify and Klaviyo Integration	Save job Node.js Developer Needed for Shopify and Klaviyo Integration	Hourly: $15-$35	Intermediate	Est. Time:	Less than 30 hrs/week	We are seeking a skilled developer with experience in Node.js and Pipedream to help us extract metrics from Shopify analytics and Klaviyo, and subsequently post this data on monday.com. The ideal candidate will have a solid understanding of API integrations and be able to automate data flow efficiently. If you're passionate about streamlining operations and have a knack for working with e-commerce platforms, we want to hear from you!	Skip skills	Previous skills. Update list	Shopify	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626779570716672	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	HTML	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626745110315008	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568							Next skills. Update list	Payment unverified	Rating is 0 out of 5.	$0	spent	United States	5 to 10	more	"about ""Node.js Developer Needed for Shopify and Klaviyo Integration"""
8 hours ago	🚀 Bubble.io Expert Needed for AI-Powered SaaS Platform (Qualaro by Accelo) 🧠	https://www.upwork.com/jobs/Bubble-Expert-Needed-for-Powered-SaaS-Platform-Qualaro-Accelo_~021883983300638594254/?referrer_url_path=find_work_home	Job feedback 🚀 Bubble.io Expert Needed for AI-Powered SaaS Platform (Qualaro by Accelo) 🧠	Save job 🚀 Bubble.io Expert Needed for AI-Powered SaaS Platform (Qualaro by Accelo) 🧠	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"🚀 Bubble.io Expert Needed for AI-Powered SaaS Platform (Qualaro by Accelo) 🧠

We are seeking experienced Bubble.io developers to help build Qualaro, an AI-driven SaaS platform powered by Accelo, designed to revolutionise lead qualification and campaign management through intelligent automation and data insights.

🌟 About Qualaro:

Qualaro is an AI-powered solution that empowers businesses to:

- Automate lead qualification with intelligent scoring models.
- Streamline campaign setup and reporting with data-driven insights.
- Enhance customer acquisition strategies through seamless integrations with key marketing platforms.

🔍 What We’re Looking For:

We are on the lookout for Bubble.io experts with a strong track record in building scalable, no-code web applications, integrating APIs, and optimising both front-end and back-end workflows. Your role will be instrumental in turning our vision into a seamless and intuitive platform.

📋 Key Responsibilities:

🏢 User Onboarding: Develop onboarding forms to capture business details (name, sector, demographics).
📊 Campaign Management: Design intuitive dashboards for tracking campaign performance and analytics.
🔍 Lead Qualification Interface: Implement sortable, filterable lead management sections with bulk actions.
🔗 API Integrations: Connect Bubble.io with automation tools like n8n, and marketing CRMs such as HubSpot.
⚙️ Performance Optimisation: Ensure the platform is fast, responsive, and scalable.

🛠 Skills & Expertise Required:

✅ Extensive experience with Bubble.io, including API connectors and custom workflows.
✅ Strong knowledge of n8n.io for workflow automation.
✅ Experience with CRMs like HubSpot, Salesforce, and marketing APIs (LinkedIn, Facebook).
✅ UI/UX expertise to create engaging and functional interfaces.
✅ Strong debugging and problem-solving skills.

💡 Why Join Us?

- Be part of a cutting-edge AI automation product set to disrupt the market.
- Flexible working hours and long-term collaboration opportunities.
- Work with a passionate, driven, and innovative team.

If you're excited about contributing to a forward-thinking AI platform and have the skills to bring Qualaro to life, we'd love to hear from you!

Accelo Team"	Skip skills	Previous skills. Update list	GPT-4 API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314921156608	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	non-code	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	Bubble.io	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040412262273024	Open Source	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626764878069760	Deepseek R1	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	n8n	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104400597401607	Zapier	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626797853687808	Next skills. Update list	Payment verified	Rating is 5 out of 5.	$300+	spent	United Kingdom	20 to 50	more	"about ""🚀 Bubble.io Expert Needed for AI-Powered SaaS Platform (Qualaro by Accelo) 🧠"""
yesterday	CRO Expert Needed for Data Analysis and Long-Term Collaboration	https://www.upwork.com/jobs/CRO-Expert-Needed-for-Data-Analysis-and-Long-Term-Collaboration_~021883940002239730223/?referrer_url_path=find_work_home	Job feedback CRO Expert Needed for Data Analysis and Long-Term Collaboration	Save job CRO Expert Needed for Data Analysis and Long-Term Collaboration	Hourly: $10-$20	Expert	Est. Time:	Less than 30 hrs/week	"We are looking to hire an experienced CRO expert to help us unlock the full potential of our current data tracking tools, including Hotjar, Monster Insights, Google Analytics, and Google Search Console. Our goal is to utilize the insights from these platforms to improve our website’s performance, enhance user experience, and increase conversions. If you have a proven track record in CRO and are passionate about improving conversion rates, we would love to hear from you!

RESPONSIBILITIES:
Analyze data from Hotjar, Google Analytics, Google Search Console, and Monster Insights to identify key areas for improvement.
Provide actionable insights on conversion rate optimization based on data analysis.
Collaborate with the team to implement and track changes aimed at improving user experience and conversions.
Present clear and comprehensive reports on data findings and proposed optimizations.

REQUIREMENTS:
Proven experience in conversion rate optimization, including A/B testing and data analysis.
Strong proficiency with Hotjar, Google Analytics, Google Search Console, and Monster Insights.
Ability to translate data insights into actionable strategies for improving conversion rates.
Excellent communication skills and the ability to present data findings clearly.
Strong attention to detail and ability to work independently."	Skip skills	Previous skills. Update list	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	Search Engine Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778853490688	Marketing Strategy	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756493656064	Google Ads	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741817786368	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Conversion Rate Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626727209025536					Next skills. Update list	Payment verified	Rating is 5 out of 5.	$800K+	spent	United States	5 to 10	more	"about ""CRO Expert Needed for Data Analysis and Long-Term Collaboration"""
yesterday	Senior Next.js, Node, Fastify Developer for HealthTech Web application	https://www.upwork.com/jobs/Senior-Next-Node-Fastify-Developer-for-HealthTech-Web-application_~021883939953346728495/?referrer_url_path=find_work_home	Job feedback Senior Next.js, Node, Fastify Developer for HealthTech Web application	Save job Senior Next.js, Node, Fastify Developer for HealthTech Web application	Hourly	Expert	Est. Time:	30+ hrs/week	"We're embarking on a project to develop a comprehensive healthcare platform for a healthtech firm, encompassing a website, admin panel, and mobile application. The goal is to create a user-friendly healthcare app that enables users to monitor their health status, discover healthcare providers, and schedule consultations seamlessly.

Stack: Next.js, Fastify, Vercel, PostgreSQL, VIte, Microservices, AWS"	Skip skills	Previous skills. Update list	Next.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762688643072	TypeScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274389	PostgreSQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628000108546	React	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773660942336	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568	Fastify	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626737657036800	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Next skills. Update list	Payment verified	Rating is 1 out of 5.	$5	spent	United States	20 to 50	more	"about ""Senior Next.js, Node, Fastify Developer for HealthTech Web application"""
yesterday	CS/CX Reporting Analyst Needed for Project-Based Reports & Dashboards	https://www.upwork.com/jobs/Reporting-Analyst-Needed-for-Project-Based-Reports-Dashboards_~021883939368262292015/?referrer_url_path=find_work_home	Job feedback CS/CX Reporting Analyst Needed for Project-Based Reports & Dashboards	Save job CS/CX Reporting Analyst Needed for Project-Based Reports & Dashboards	Fixed-price	Intermediate	Est. Budget:	$200	"We are looking for a skilled CS/CX Reporting Analyst to join our team on a project basis. The ideal candidate will be responsible for generating accurate and insightful monthly reports and dashboards that help drive our customer service and customer experience initiatives. This hire should be able to manage the monthly reporting load within a maximum of 10-15 hours per month.

Key Responsibilities for the Reporting Analyst:
Monthly Reporting and Analysis
Generate and distribute essential CS operational reports, including CS Operations Bonus and CSAT reports.
Provide data insights to guide leadership in CS/CX decision-making.
Dashboard Creation and Maintenance
Design and maintain dashboards in Zendesk Explore to track CS performance and trends.
Develop and update dashboards in Google Sheets and Data Studio for streamlined reporting.
Data Management and Quality Control
Leverage pivot tables, complex formulas, and data manipulation in Google Sheets to ensure thorough analysis.
Regularly audit reports and dashboards for accuracy and ensure alignment with SOPs.

Candidate Requirements:
Advanced skills in Google Sheets (pivot tables, complex formulas), Data Studio, and Zendesk Explore.
Analytical mindset with experience in CS/CX metrics preferred. 

This role is critical for maintaining data accuracy and supporting data-driven improvements within the CS/CX teams."	Skip skills	Previous skills. Update list	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Microsoft Excel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626758615973888	SQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782364123136	Business Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626721978728448	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	Zendesk	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626797924990976					Next skills. Update list	Payment verified	Rating is 4.8 out of 5.			United States	5 to 10	more	"about ""CS/CX Reporting Analyst Needed for Project-Based Reports & Dashboards"""
yesterday	AI Developer for Credential Review Automation	https://www.upwork.com/jobs/Developer-for-Credential-Review-Automation_~021883936130791167182/?referrer_url_path=find_work_home	Job feedback AI Developer for Credential Review Automation	Save job AI Developer for Credential Review Automation	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"Job Description:
We are a professional services firm seeking an experienced AI developer to assist in automating our credential review process to improve efficiency while maintaining confidentiality.

Project Scope:
The project involves designing and implementing a system that uses AI to:

Data Anonymization: Develop a process to automatically redact sensitive information (e.g., names, employers, profiles) from submitted forms to ensure confidentiality.

Use AI or NLP techniques to identify and replace sensitive data with placeholders.

Allow for custom redaction rules.

Credential Pre-Screening: Create an AI-powered solution to evaluate anonymized data and provide recommendations based on predefined criteria.

Analyze data to provide classifications (e.g., ""High Potential,"" ""Borderline,"" or ""Not Eligible"") with confidence scores.

Include a feedback mechanism to refine the model’s performance.

Integration with Existing Tools:

Integrate the solution with our existing systems or platforms to automate workflows.

Ensure flagged cases are routed for manual review.

Confidentiality Compliance: Utilize AI tools and processes that align with confidentiality and data security standards.

Responsibilities:

Develop and deploy a robust data anonymization pipeline.

Build or adapt AI models for automated credential evaluation.

Ensure seamless integration with existing systems.

Provide documentation and basic training for the team.

Support troubleshooting and system refinement based on feedback.

Required Skills:

Proven experience with natural language processing (NLP) and machine learning.

Proficiency in Python or similar programming languages for data automation.

Familiarity with data anonymization techniques.

Experience integrating AI systems with automation or CRM tools.

Knowledge of data security best practices.

Strong communication skills for collaboration with non-technical stakeholders.

Preferred Qualifications:

Prior experience working with confidential or sensitive data.

Familiarity with OpenAI’s API or similar AI tools.

Deliverables:

A functional system for automatic data anonymization.

An AI-driven pre-screening solution integrated into our workflows.

Documentation and training materials for team use.

Optional: Ongoing support for system updates and troubleshooting.

Project Timeline:
The goal is to implement the solution within [insert timeline, e.g., 6-8 weeks], with flexibility based on project scope.

How to Apply:
Please provide the following:

An overview of your relevant experience, including similar projects you’ve worked on.

A proposed approach to this project, including technologies or frameworks you’d use.

Estimated timeline and cost for the project.

References or case studies (if available).

We look forward to collaborating with a skilled professional to enhance our processes while maintaining strict confidentiality. Feel free to include any questions in your application."	Skip skills	Previous skills. Update list	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192							Next skills. Update list	Payment verified	Rating is 4.8 out of 5.	$400K+	spent	United States	50+	more	"about ""AI Developer for Credential Review Automation"""
yesterday	Knowledge-Based AI App Consultation	https://www.upwork.com/jobs/Knowledge-Based-App-Consultation_~021883935821197006030/?referrer_url_path=find_work_home	Job feedback Knowledge-Based AI App Consultation	Save job Knowledge-Based AI App Consultation	Fixed-price	Intermediate	Est. Budget:	$50	"At the end of this consultation, I would like to have a good idea of what is required to make our AI app a reality. We already have all the data in PostgreSQL relational databases, and would love to make an AI that can take prompts, look at our databases, do statistical and projection calculations, and then return the info to the user in a user-friendly manner. 

If the consultant seems confident and able to implement a solution, they will likely be contracted for the project."	Skip skills	Previous skills. Update list	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	TensorFlow	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626785698594816	AI Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314254262272	PyTorch	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626772218101760	LangChain	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315676131329	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Next skills. Update list	Payment verified	Rating is 0 out of 5.	$0	spent	USA	5 to 10	more	"about ""Knowledge-Based AI App Consultation"""
yesterday	Bilingual Business Intelligence (BI) Analyst	https://www.upwork.com/jobs/Bilingual-Business-Intelligence-Analyst_~021883934460163604956/?referrer_url_path=find_work_home	Job feedback Bilingual Business Intelligence (BI) Analyst	Save job Bilingual Business Intelligence (BI) Analyst	Hourly: $20-$25	Expert	Est. Time:	30+ hrs/week	"We are seeking a skilled Bilingual Business Intelligence (BI) Analyst who is proficient in both English and Spanish. The ideal candidate will be responsible for analyzing complex data sets, generating insightful reports, and providing strategic recommendations to enhance business performance. Strong communication skills in both languages are essential for collaboration with diverse teams. If you have a passion for data analysis and a good understanding of BI tools, we want to hear from you!
Job Description
The analyst will report within the Project Delivery group .The position will be primarily dedicated to implementation and maintenance of a new Business Intelligence reporting tool, and creation of new reports and dashboards based on business and technical requirements. This position will also help develop training materials to educate various stakeholders on how best to use the new Business Intelligence reporting tool. The analyst will collaborate with Client Information Technology Services (ITS) data team for development of data governance, delivery of  data sets, and troubleshooting current BI system errors.

Job duties will include:
Lead discussions with stakeholders to define and document requirements for complex reports and dashboards.
Serve as a subject matter expert for data visualization, reporting best practices, and data management frameworks.
Mentor and provide guidance to junior analysts and team members.
Design and develop innovative dashboards and visualizations to improve decision-making and business processes.
Conduct advanced data analysis and modeling to identify trends, insights, and actionable recommendations.
Develop, test, and deploy reports and dashboards while adhering to quality assurance standards.
Define, validate, and manage business definitions for data sets and reporting schemas.
Collaborate with ITS to enhance data governance policies and ensure the accuracy and integrity of enterprise data.
Contribute to the development of new data sets, ensuring alignment with business requirements and reporting needs.
Provide advanced troubleshooting and support for BI stakeholders and end-users.
Develop and deliver training sessions and documentation to educate users on BI tools and best practices.
Facilitate focus groups to gather feedback and improve BI solutions.
Analyze new data sources for integration into the enterprise reporting framework.
Recommend and implement enhancements to the  BI reporting framework for improved performance and scalability.
Actively contribute to cross-functional projects, ensuring alignment with  objectives.

Basic Qualifications

Advanced proficiency in Microsoft Power BI, including DAX functions, governance, and optimization techniques.
Strong critical thinking and analytical skills in finance, accounting, supply chain, and business processes.
Intermediate knowledge of database concepts, data modeling, and ETL processes.
Excellent organizational, time management, and problem-solving abilities.
Exceptional verbal and written communication skills with the ability to explain technical details to non-technical audiences.
Ability to work independently and collaboratively in a matrixed environment.
Preferred Qualifications
Experience with Microsoft Excel, SmartView reporting, and other Office applications.
Experience designing data visualizations and implementing reporting frameworks.
Expertise in data integration, preparation, and management."	Skip skills	Previous skills. Update list	Business Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626721978728448	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Microsoft Power BI	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626759018627072	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	Tableau	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626784704544768							Next skills. Update list	Payment unverified	Rating is 0 out of 5.	$0	spent	United States	Less than 5	more	"about ""Bilingual Business Intelligence (BI) Analyst"""
yesterday	AI Developer for Customer Support Automation	https://www.upwork.com/jobs/Developer-for-Customer-Support-Automation_~021883932921013064239/?referrer_url_path=find_work_home	Job feedback AI Developer for Customer Support Automation	Save job AI Developer for Customer Support Automation	Fixed-price	Expert	Est. Budget:	$100	We are seeking an experienced AI developer to create a cutting-edge solution for enhancing customer support through automated chat and email responses. The ideal candidate will have a strong background in AI technologies and a passion for improving customer experience. This project will involve designing, developing, and implementing a robust AI system that can efficiently handle customer inquiries and provide accurate responses. If you are passionate about AI and customer service, we would love to hear from you!	Skip skills	Previous skills. Update list	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383							Next skills. Update list	Payment unverified	Rating is 0 out of 5.	$0	spent	United States	10 to 15	more	"about ""AI Developer for Customer Support Automation"""
yesterday	Mixpanel Dashboard Setup Expert Needed	https://www.upwork.com/jobs/Mixpanel-Dashboard-Setup-Expert-Needed_~021883932874874606798/?referrer_url_path=find_work_home	Job feedback Mixpanel Dashboard Setup Expert Needed	Save job Mixpanel Dashboard Setup Expert Needed	Hourly: $40-$90	Expert	Est. Time:	Less than 30 hrs/week	"Seeking a Mixpanel pro to build comprehensive account health monitoring and engagement analysis for our B2B SaaS app. We track ~50 key events and need smart dashboards to monitor company-level health, identify at-risk accounts, and analyze cohorts.

We're looking for help with set up items including:
- Account health monitoring dashboards
- At-risk account early warning system
- Trial vs. paid customer cohort analysis

The ideal candidate will have a deep understanding of Mixpanel functionalities and the ability to create insightful visualizations that drive actionable insights. 

We'd like to cap this engagement at 6-8 hours of work, but are open to an expanded engagement if a good job is done with the initial dashboard set up.

We're looking to kick off this project ASAP.  Include in your proposal your past experience with similar Mixpanel projects, hourly rate, and any clarifying questions you might have.

Thanks!"	Skip skills	Previous skills. Update list	Mixpanel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626760063008768	Google Tag Manager	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742535012352	Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626712596070400	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736									Next skills. Update list	Payment verified	Rating is 0 out of 5.	$0	spent	United States	10 to 15	more	"about ""Mixpanel Dashboard Setup Expert Needed"""
yesterday	Funnel Analysis and Website Optimization	https://www.upwork.com/jobs/Funnel-Analysis-and-Website-Optimization_~021883932623142339035/?referrer_url_path=find_work_home	Job feedback Funnel Analysis and Website Optimization	Save job Funnel Analysis and Website Optimization	Fixed-price	Intermediate	Est. Budget:	$20	"We are seeking a skilled professional to analyze our marketing funnel and optimize our tracking systems. Currently, we are using a cloaker and have multiple tracking solutions in place, but the results are not aligning with our expectations. Your expertise will help us identify gaps and improve our funnel's effectiveness. 

We need somebody with the following characteristics:
1- Strong background with Cloaking systems in general, preferably cloakerly.
2- A strong background with tracking systems, preferably Smartlook, Overtracking, and Matomo
3- Somebody with facebook marketing experience.
4- Web development basics"	Skip skills	Previous skills. Update list	Facebook Advertising	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1045317633501593600	cloaking	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	Funnel Testing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342878198542336	Web Application	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580737240190976									Next skills. Update list	Payment verified	Rating is 5 out of 5.	$55	spent	PAN	Less than 5	more	"about ""Funnel Analysis and Website Optimization"""
