text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-btn-link-secondary	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	air3-token 4	air3-token href 4	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8	air3-token 9	air3-token href 9	text-light 8	sr-only 6	d-inline-block	d-inline-flex	text-base-sm
2 hours ago	SMS Automation & AI Integration Specialist For Real Estate	https://www.upwork.com/jobs/SMS-Automation-Integration-Specialist-For-Real-Estate_~021889522106410109914/?referrer_url_path=find_work_home	Job feedback SMS Automation & AI Integration Specialist For Real Estate	Save job SMS Automation & AI Integration Specialist For Real Estate	Hourly: $14.5-$20	Intermediate	Est. Time:	Less than 30 hrs/week	"The Literacy Lab is seeking an experienced SMS Automation and AI Integration Specialist to streamline and enhance our client communication and lead management systems. The ideal candidate will have expertise in setting up SMS automation, integrating AI driven workflows and optimizing CRM functionalities to improve efficiency and engagement. 

Responsibilities : 
- Develop and implement SMS automation strategies for lead generation, follow ups, and client communications. 
- Optimize workflows within CRM to enhance automation, data analysis, and customer interactions. 
- Ensure seamless API integrations between platforms. 
-Troubleshoot and refine automation sequences to maximize efficiency and minimize errors. 
- Provide training or documentation for team members on system usage. 

Requirements :
- Proven experience in SMS automation ( Twilio, OpenPhone, JustCall, etc)
- Proficiency in AI integration and CRM automation ( Podio, Salesforce, etc)
- Strong understanding of API integrations and workflow automation tools (Zapier, Make, etc)
-Ability to analyze data and refine automation strategies for better performance."	more	"about ""SMS Automation & AI Integration Specialist For Real Estate"""	Plugin Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580660648005632	Laravel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753368899584	RESTful API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580682663907328	Make.com	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1225465944849223680	Zapier	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626797853687808	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568	Twilio API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626791381876736					Payment unverified	Rating is 0 out of 5.	$0	United States	Less than 5
2 hours ago	Looking for help with some  Slack AI integrations	https://www.upwork.com/jobs/Looking-for-help-with-some-Slack-integrations_~021889519749671594239/?referrer_url_path=find_work_home	Job feedback Looking for help with some  Slack AI integrations	Save job Looking for help with some  Slack AI integrations	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"I'm looking for help with a few integrations for Slack AI 

Preferably someone with experience with slack AI .

I want to to mainly be able to link slack up with extensiv , google sheets , bigcommerce , etc .."			API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Amazon Web Services	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628012691471	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Slack	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626780573155328	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568	Ruby	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626775913283584	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Payment verified	Rating is 4.9 out of 5.	$300K+	United States	10 to 15
2 hours ago	Backend Developer for Cloud-Based SaaS Software	https://www.upwork.com/jobs/Backend-Developer-for-Cloud-Based-SaaS-Software_~021889514136614444357/?referrer_url_path=find_work_home	Job feedback Backend Developer for Cloud-Based SaaS Software	Save job Backend Developer for Cloud-Based SaaS Software	Fixed-price	Intermediate	Est. Budget:	$50	We are seeking an experienced backend developer to assist in the development of our cloud-based SaaS software. You will work with our team to design and implement robust APIs, ensure data security, and optimize performance for scalability. Your expertise is crucial to help us deliver a reliable and efficient product to our users. If you have a strong background in cloud technologies and SAAS development, we want to hear from you!	more	"about ""Backend Developer for Cloud-Based SaaS Software"""	SaaS	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626776085250048	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	PHP	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274385	Database	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580541227782144	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Amazon Web Services	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628012691471	Stripe API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1484275235274018816					Payment verified	Rating is 3.6 out of 5.	$3K+	United States	Less than 5
2 hours ago	Voice AI Scenario Development on Make.com	https://www.upwork.com/jobs/Voice-Scenario-Development-Make-com_~021889513003849822864/?referrer_url_path=find_work_home	Job feedback Voice AI Scenario Development on Make.com	Save job Voice AI Scenario Development on Make.com	Fixed-price	Intermediate	Est. Budget:	$150	We're seeking a skilled freelancer to assist in building a voice AI scenario utilizing make.com. The ideal candidate should possess a solid understanding of webhooks and automation tools, particularly within the make.com environment. Your role will involve designing and implementing complex workflows that integrate voice AI functionalities. If you're passionate about automation and voice technology, we’d love to hear from you!	more	"about ""Voice AI Scenario Development on Make.com"""	JSON	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626751796035584	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	English	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626735228534784	Web hooks	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	JSON API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1192876978222940160	Make.com	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1225465944849223680	Payment verified	Rating is 4.9 out of 5.	$5K+	New Zealand	5 to 10
2 hours ago	Full-Stack Developer for AI-Powered Learning MVP	https://www.upwork.com/jobs/Full-Stack-Developer-for-Powered-Learning-MVP_~021889509335798811610/?referrer_url_path=find_work_home	Job feedback Full-Stack Developer for AI-Powered Learning MVP	Save job Full-Stack Developer for AI-Powered Learning MVP	Hourly: $15-$25	Intermediate	Est. Time:	Less than 30 hrs/week	We are looking for a skilled full-stack developer to create an MVP for an AI-powered learning platform. The ideal candidate will have experience working with React for the front-end and Node.js or Python for the back-end, integrating the OpenAI API to enhance the educational experience. Familiarity with EdTech and AI solutions will be a significant advantage. This project is budgeted at $10K and aims to deliver a functional prototype that can showcase innovative learning features.	more	"about ""Full-Stack Developer for AI-Powered Learning MVP"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	React	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773660942336	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Amazon Web Services	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628012691471									Payment unverified	Rating is 0 out of 5.	$0	United States	20 to 50
2 hours ago	Create performance report from Google Analytics	https://www.upwork.com/jobs/Create-performance-report-from-Google-Analytics_~021889508178840220986/?referrer_url_path=find_work_home	Job feedback Create performance report from Google Analytics	Save job Create performance report from Google Analytics	Hourly: $3-$6	Intermediate	Est. Time:	not_sure	"I would like to have a report create that will let me see the last 18 months data of my website performance in an easy to read visual report 

This can be done in Google looker studio or a Google analytics dashboard.  

I need to know these KPIs

traffic, landing pages, exit pages, bounce rate, time on site, sources, mediums, keywords, events, engagements, etc"			Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	Looker Studio	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742065250304	Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626712596070400											Payment verified	Rating is 5.0 out of 5.	$30K+	United States	5 to 10
3 hours ago	Google Ads for High Ticket Ecommerce Product	https://www.upwork.com/jobs/Google-Ads-for-High-Ticket-Ecommerce-Product_~021889506106002873669/?referrer_url_path=find_work_home	Job feedback Google Ads for High Ticket Ecommerce Product	Save job Google Ads for High Ticket Ecommerce Product	Hourly: $10-$35	Intermediate	Est. Time:	30+ hrs/week	"We are looking for a Google Ads expert with a proven track record of managing and scaling campaigns for high-ticket niche products in the $3,000-$4,000 range. The right candidate must be experienced in both fixing tracking issues (GA4, Google Ads conversion tracking, GTM, etc.) and identifying low-hanging fruit campaigns that drive profitable sales.

What We Need:
✅ Fix & optimize tracking: Ensure our conversion tracking, attribution, and GA4 setup are correct to accurately track sales and optimize ad performance.
✅ Campaign optimization: Identify and launch campaigns that convert well with high intent buyers (e.g., search, shopping, remarketing).
✅ Budget-conscious approach: We are looking for someone who can deliver results without burning ad spend unnecessarily—we want efficiency, not bloated budgets.
✅ Experience with high-ticket products: You should have successfully run campaigns for products/services in the $3,000-$4,000+ price range and understand the buyer psychology behind higher-value sales.
✅ Proactive and data-driven: You should be able to analyze what’s working, suggest adjustments, and iterate campaigns for efficiency and ROI.

What You Should Have:
🔹 At least $500k+ in ad spend managed on Google Ads
🔹 Proven success with high-ticket sales through Google Ads
🔹 Strong understanding of tracking and attribution (GA4, GTM, CRM integration, etc.)
🔹 Experience optimizing for ROAS & cost per acquisition (CPA) efficiency
🔹 Ability to work with niche DTC brands

What We Don’t Want:
🚫 Agencies looking to slap on a templated strategy and charge premium fees
🚫 People who lack experience selling high-ticket items
🚫 Those who overpromise and underdeliver"	more	"about ""Google Ads for High Ticket Ecommerce Product"""	Google Ads	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741817786368	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	Shopify	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626779570716672	PPC Campaign Setup & Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1534904464304324608	Pay Per Click Advertising	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626770318082048	Search Engine Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778853490688							Payment verified	Rating is 5.0 out of 5.	$20K+	United States	15 to 20
3 hours ago	Chatbot Development with Knowledge base Integration for Sales automation and customer service	https://www.upwork.com/jobs/Chatbot-Development-with-Knowledge-base-Integration-for-Sales-automation-and-customer-service_~021889504467099284794/?referrer_url_path=find_work_home	Job feedback Chatbot Development with Knowledge base Integration for Sales automation and customer service	Save job Chatbot Development with Knowledge base Integration for Sales automation and customer service	Hourly: $15-$35	Intermediate	Est. Time:	Less than 30 hrs/week	We are seeking a skilled freelancer to assist in building a chatbot that integrates with our existing knowledge base using cloud services infrastructure. The ideal candidate should be proficient in chatbot development and familiar with deploying solutions on cloud platforms. You will collaborate with our team to ensure seamless integration and an intuitive user experience. If you have experience in NLP, API integration, and cloud service management, we would love to hear from you!	more	"about ""Chatbot Development with Knowledge base Integration for Sales automation and customer service"""	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Customer Service	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729100656640	Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753582809088	Customer Relationship Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626728555397120	Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626717876699136	Bot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626721043398656	Payment verified	Rating is 0 out of 5.	$0	United States	10 to 15
3 hours ago	AI Expert Needed for Interactive Video Chat Avatar Development	https://www.upwork.com/jobs/Expert-Needed-for-Interactive-Video-Chat-Avatar-Development_~021889501267680271685/?referrer_url_path=find_work_home	Job feedback AI Expert Needed for Interactive Video Chat Avatar Development	Save job AI Expert Needed for Interactive Video Chat Avatar Development	Hourly: $25-$43	Expert	Est. Time:	30+ hrs/week	We are seeking an AI Expert or a team of experts to develop an interactive video chat avatar using HeyGen, integrated with a third-party knowledge base. The project involves creating a seamless and engaging user experience where the avatar can respond accurately based on the provided knowledge base. Ideal candidates should have experience in AI development, video chat technologies, and integrations. If you have a proven track record in similar projects and are passionate about innovative AI solutions, we would love to hear from you.	more	"about ""AI Expert Needed for Interactive Video Chat Avatar Development"""	OpenAI API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104400580624384	AI Model Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716863997775872	hey gen	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800	AI App Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314241679360	AI Builder	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099313604145152							Payment verified	Rating is 5.0 out of 5.	$20K+	United States	10 to 15
3 hours ago	GPT Action Engineer with Oauth (Clerk) and Next.js Expertise Needed	https://www.upwork.com/jobs/GPT-Action-Engineer-with-Oauth-Clerk-and-Next-Expertise-Needed_~021889499379890877754/?referrer_url_path=find_work_home	Job feedback GPT Action Engineer with Oauth (Clerk) and Next.js Expertise Needed	Save job GPT Action Engineer with Oauth (Clerk) and Next.js Expertise Needed	Fixed-price	Intermediate	Est. Budget:	$300	"Hello!

I am looking for a GPT Actions Engineer with experience in Clerk’s OAuth and Next.js. In this role, you’ll create secure login systems using Clerk’s OAuth and integrate OpenAI’s GPT Actions into our AI applications. DB schema is already there! My code is super messy since I added a lot of prototype features so please bear with it.

Feature (Please see the image): 
	•	A user can sign in to our app via Clerk OAuth in ChatGPT (our GPT).
	•	A user can generate flashcards from previous AI responses.
	•	We need to display a flashcard UI or image on the ChatGPT screen.
	•	A user can save flashcards in ChatGPT.

Responsibilities:
	•	Develop OpenAI’s GPT Actions (Custom GPTs) and optimize Next.js backend.
	•	Implement and manage OAuth authentication flows using Clerk for seamless and secure user access.

Requirements:
	•	Familiarity with OpenAI GPT Actions, including setup, API integration, and fine-tuning for custom GPTs.
       •     Oauth in custom GPT

Reference:
- https://github.com/jfbloom22/custom-gpt-api-oauth/
- https://clerk.com/docs/advanced-usage/clerk-idp"	more	"about ""GPT Action Engineer with Oauth (Clerk) and Next.js Expertise Needed"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568	React	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773660942336	Java	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274382	ChatGPT Prompt	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099107550572545	ChatGPT API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104400576430081					Payment verified	Rating is 4.8 out of 5.	$3K+	United States	5 to 10
4 hours ago	Gumloop Automation Expert for Ai Research Agent	https://www.upwork.com/jobs/Gumloop-Automation-Expert-for-Research-Agent_~021889492168129816831/?referrer_url_path=find_work_home	Job feedback Gumloop Automation Expert for Ai Research Agent	Save job Gumloop Automation Expert for Ai Research Agent	Hourly: $22-$29	Intermediate	Est. Time:	not_sure	"We’re looking for an experienced Gumloop expert to help us build a custom research tool. This project may involve integrating APIs such as Facebook’s API, but the primary focus is leveraging Gumloop to create a functional and scalable tool.

This is the first project, but we have many more in the pipeline, so we’re looking for someone who can work with us long-term if it’s a good fit.

Project Overview:
Build a research tool using Gumloop
Potential API integrations (Facebook API, others as needed)
Ensure efficiency, scalability, and ease of use
Provide documentation for future iterations"	more	"about ""Gumloop Automation Expert for Ai Research Agent"""	gumloop	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936															Payment verified	Rating is 5.0 out of 5.	$50K+	United States	Less than 5
4 hours ago	Developer Needed to Build a Cross-Platform File Renaming Tool Powered by Local AI	https://www.upwork.com/jobs/Developer-Needed-Build-Cross-Platform-File-Renaming-Tool-Powered-Local_~021889490122714556671/?referrer_url_path=find_work_home	Job feedback Developer Needed to Build a Cross-Platform File Renaming Tool Powered by Local AI	Save job Developer Needed to Build a Cross-Platform File Renaming Tool Powered by Local AI	Fixed-price	Intermediate	Est. Budget:	$2,000	"JOB DESCRIPTION:

We are seeking an experienced developer to build SmartRenamer, a cutting-edge file renaming tool that uses AI to deliver a delightful, intuitive user experience. The tool will run on Windows, macOS, and Linux, leveraging a locally hosted language model (LLM) to handle natural language inputs and transform them into renaming rules.

The ideal candidate will have experience building cross-platform desktop applications, integrating AI/ML models, and creating efficient, scalable software solutions. This project requires a strong understanding of usability and a commitment to delivering a product that feels magical to users.

PROJECT OVERVIEW

Objective:
Build a file renaming tool that simplifies file management for everyday users and professionals. The tool should allow users to rename files using natural language commands (e.g., ""Add 'Final_' to the start of all file names"") while offering advanced capabilities like metadata-based renaming and reusable scripts.

CORE FEATURES:

Natural Language Input: Users can type commands like: ""Rename these files by date, name of publisher, and title."" The system interprets commands using a locally running LLM (e.g., GPT4All, LLaMA) and generates renaming rules.

Preview and Confirmation: Display side-by-side previews of original and renamed files. Allow inline editing of individual file names for user control.

Metadata and Content Analysis: Extract and use metadata (e.g., EXIF data, creation dates, audio tags) for renaming files. Optionally analyze file content (e.g., titles in documents or text in images via OCR).

Saved Scripts: Automatically save and reuse renaming patterns for consistency across projects.

Cross-Platform Compatibility: The application must work seamlessly on Windows, macOS, and Linux.

Privacy: All processing must occur locally, with no data sent to external servers.

KEY DELIVERABLES:

A fully functional cross-platform application with a minimalist UI.
Integration of a locally running LLM for interpreting natural language commands.
Modular file type support for handling text, images, documents, audio, video, and archives.
Documentation for installation, usage, and future maintenance.

TECHNICAL REQUIREMENTS:

Frontend:
Framework: Electron, Flutter, or PySide6.
Clean, intuitive UI for drag-and-drop file selection, natural language input, and previews.

Backend:
Language: Python preferred (for LLM integration and file handling), but alternatives like Rust or Node.js are acceptable. 

Local file processing: Use open-source libraries for metadata extraction (e.g., PyPDF2, Pillow, mutagen).

AI Integration: Use a locally hosted LLM (e.g., GPT4All, LLaMA). The LLM should generate regex/rule-based scripts from user inputs.

Performance: Must handle renaming 1,000+ files in seconds with a clear preview of changes.
Optimize for low-resource systems (minimum 8GB RAM).

Security: Ensure all file data stays local. No external API calls for file processing or AI inference.

PREFERRED QUALIFICATIONS:
Experience developing cross-platform desktop applications.
Familiarity with AI/ML model integration, especially LLMs.
Strong understanding of file systems, metadata, and batch processing.
A track record of creating intuitive, user-friendly software."	more	"about ""Developer Needed to Build a Cross-Platform File Renaming Tool Powered by Local AI"""	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880	Windows App Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795949473792											Payment verified	Rating is 5.0 out of 5.	$200+	United States	5 to 10
