text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-btn-link-secondary	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	text-light 8	sr-only 6	d-inline-block	d-inline-flex	text-base-sm	air3-token 4	air3-token href 4	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8	air3-token 9	air3-token href 9
3 hours ago	Expert Data Scientist Needed for Consultation on Data Challenges	https://www.upwork.com/jobs/Expert-Data-Scientist-Needed-for-Consultation-Data-Challenges_~021884851801201124493/?referrer_url_path=find_work_home	Job feedback Expert Data Scientist Needed for Consultation on Data Challenges	Save job Expert Data Scientist Needed for Consultation on Data Challenges	Hourly: $35-$75	Expert	Est. Time:	Less than 30 hrs/week	"**Job Description:**

We are seeking a highly qualified data scientist to provide expert consultation regarding a specific data-related challenge that we are currently encountering. The ideal candidate will possess an in-depth understanding of data analysis, modeling, and interpretation methodologies. Your expertise will be instrumental in guiding our team’s approach to addressing complex data issues and extracting valuable insights.

The successful applicant will demonstrate exceptional problem-solving capabilities and possess the ability to communicate intricate concepts with clarity and precision. If you are passionate about data and have a proven track record of accomplishments in this domain, we would be eager to receive your application."	more	"about ""Expert Data Scientist Needed for Consultation on Data Challenges"""	Big Data	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626719432785920	SQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782364123136	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Payment verified	Rating is 5.0 out of 5.	$2K+	United Kingdom	20 to 50	Data Science	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730384113664	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	R	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773103099904	Statistics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782833885184	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192		
3 hours ago	Full Stack Developer for AI-Driven Lab Automation for Pharma/Life Sciences	https://www.upwork.com/jobs/Full-Stack-Developer-for-Driven-Lab-Automation-for-Pharma-Life-Sciences_~021884850559745860749/?referrer_url_path=find_work_home	Job feedback Full Stack Developer for AI-Driven Lab Automation for Pharma/Life Sciences	Save job Full Stack Developer for AI-Driven Lab Automation for Pharma/Life Sciences	Hourly: $15-$65	Intermediate	Est. Time:	Less than 30 hrs/week	"Pedal is building the Intelligent Lab Operating System to automate and connect wet and dry labs, integrating AI with robotics to revolutionize scientific discovery. Our platform eliminates data silos, automates workflows, and enables seamless interoperability between experimental design and robotic execution. We're a team of 2 MIT students eager to build quickly alongside you.

We are looking for a Full Stack Engineer to help us build the next generation of lab automation software. In this role, you’ll work on integrating robotic liquid handlers, developing scalable experiment execution workflows, and creating a seamless user experience for scientists running high-throughput experiments. 

What You’ll Do:
- Develop full-stack applications that integrate laboratory automation, data management, and AI-driven workflows.
- Build and optimize integrations with robotic liquid handlers (e.g., Chemspeed, Unchained Labs, Tecan).
- Design and implement real-time experiment execution pipelines, translating lab protocols into robotic workflows.
- Create intuitive and configurable UIs for lab scientists to design and monitor experiments.
- Ensure seamless connectivity across instruments, databases, and electronic lab notebooks (ELNs), including Revvity Signals ELN integration.
- Collaborate with AI/ML engineers to structure scientific data for downstream machine learning applications.
- Enhance backend performance for high-throughput automation, ensuring robust data processing and security compliance.

Who You Are:
- Experience in full-stack development, with proficiency in React, TypeScript, Next.js, Python, and Node.js.
- Familiarity with lab automation and robotic liquid handlers is a strong plus.
- Experience with ELNs, LIMS, and scientific data pipelines
- Strong background in API development and microservices architecture.
- Experience working with real-time data synchronization and instrument connectivity.
- A problem-solver who thrives in fast-paced environments and enjoys tackling technical challenges in the biotech sector.

Bonus Points If You Have:
- Experience with high-performance computing (HPC) and distributed systems.
- Worked with scientific data formats (e.g., SDMS, FAIR data principles).
- Knowledge of digital twins for lab environments.
- Experience with automation libraries like PylabRobot or modifying open-source lab automation tools."	more	"about ""Full Stack Developer for AI-Driven Lab Automation for Pharma/Life Sciences"""	React	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773660942336	TypeScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274389	Next.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762688643072	Payment unverified	Rating is 0 out of 5.	$0	United States	20 to 50	Microsoft Azure	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795962056704	Amazon Web Services	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628012691471	Docker	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626732393185280	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768
3 hours ago	Open-Source Facial Recognition Library for Age Estimation	https://www.upwork.com/jobs/Open-Source-Facial-Recognition-Library-for-Age-Estimation_~021884849754511722533/?referrer_url_path=find_work_home	Job feedback Open-Source Facial Recognition Library for Age Estimation	Save job Open-Source Facial Recognition Library for Age Estimation	Hourly: $18-$25	Intermediate	Est. Time:	Less than 30 hrs/week	"We are seeking an experienced developer with expertise in open-source facial recognition libraries to implement a solution that can accurately estimate a person's age from images. Familiarity with libraries such as DeepFace or similar is essential. The ideal candidate will have a strong background in image processing and machine learning. If you are passionate about AI and have a track record of similar projects, we would love to hear from you!
Example 
We like this page with its features https://novoslabs.com/faceage/"	more	"about ""Open-Source Facial Recognition Library for Age Estimation"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Computer Vision	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626726596657152	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Payment verified	Rating is 4.8 out of 5.	$6K+	United States	20 to 50	OpenCV	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626764567691264										
3 hours ago	PPC & Lead Generation Strategy	https://www.upwork.com/jobs/PPC-Lead-Generation-Strategy_~021884849437262974995/?referrer_url_path=find_work_home	Job feedback PPC & Lead Generation Strategy	Save job PPC & Lead Generation Strategy	Fixed-price	Expert	Est. Budget:	$500	"1. Project Overview
We are seeking an experienced consultant to develop a lead generation strategy leveraging Google Ads, social media advertising (Meta, TikTok), and landing page optimisation. This strategy will guide budget allocation, traffic direction, landing page strategy, conversion points, and lead nurturing processes.

2. Objectives & Scope
The consultant will be responsible for:
- Developing a PPC strategy for Google, Meta (Facebook/Instagram) and TikTok.
- Recommending budget allocation across these platforms for maximum ROI.
- Identifying the best target audience segments for our services.
- Defining the landing page strategy, including page types, content, and design recommendations.
- Recommending lead magnets or offers to improve conversion rates.
- Outlining the lead nurturing flow, including email sequences, email copy, and follow-up strategies.
- Mapping out the lead generation funnel from ad click to conversion.
- Providing a framework for tracking and reporting on campaign performance.

3. Deliverables
The consultant will deliver:
PPC & Social Ads Strategy Document
- Platform selection (Google, Meta, TikTok)
- Budget distribution recommendation
- Targeting parameters (demographics, firmographics, interests, lookalike audiences)
- Ad formats and messaging suggestions
Landing Page Strategy & Conversion Optimisation
- Landing page types (e.g., lead magnet pages, content-based pages)
- Page structure and content recommendations
- A/B testing plan for conversions
- Call-to-action (CTA) strategy
Lead Magnet & Offer Strategy
- Recommended lead magnets (e.g., guides, templates, checklists, webinars)
- Gated vs. ungated content approach
- Conversion optimisation tactics
Lead Nurturing & Marketing Automation Plan
- Mapping out automation workflows (follow-ups, re-engagement emails)
- Sample email copy templates
- CRM integration recommendations
Funnel & Lead Flow Documentation
- Visual flowchart of the entire lead journey from ad click to conversion
- Key metrics to track at each stageTracking & Performance Measurement Framework
Recommended KPIs (CPL, CAC, ROAS, conversion rates, etc.)
Reporting cadence and dashboard structure
Tools for tracking & optimising performance

4. Target Audience & Ideal Customer Profile (ICP)
- Industry: B2B SaaS & mid-market technology companies
- Geography: Australia, New Zealand and United States
- Company Size: 50-500 employees
- Technology: HubSpot CRM
- Key Decision Makers: CEO, CFO, CRO, VP of Sales, Revenue Operations Leaders

5. Budget Allocation & Campaign Planning
The consultant is expected to provide recommendations on:
- Budget split across platforms (Google Ads vs. Meta vs. TikTok)
- High-intent vs. demand generation campaigns
- Retargeting strategy
- Seasonality considerations

6. Execution Plan & Timeline
Phase 1: Discovery & Research (Week 1-2)
Phase 2: Strategy Development (Week 3-4)
Phase 3: Implementation Support (Optional)

7. Key Requirements for the Consultant
- Proven experience in PPC, lead generation and lead nurturing
- Experience working with Digital Transformation Consultants and Digital Agencies
- Expertise in landing page optimisation & conversion rate optimisation
- Strong understanding of marketing automation (HubSpot preferred)
- Ability to provide clear documentation & reporting frameworks"	more	"about ""PPC & Lead Generation Strategy"""	Tech & IT	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580710606360576	Media & Entertainment	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580628179898368	HubSpot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626745198395392	Payment verified	Rating is 0 out of 5.	$700+	Australia	10 to 15	Marketing Strategy	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756493656064	Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753582809088	Social Media Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626781114220544	Market Research	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756485267456	Pay Per Click Advertising	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626770318082048		
3 hours ago	Hot Jar/CRO Expert	https://www.upwork.com/jobs/Hot-Jar-CRO-Expert_~021884848697119295525/?referrer_url_path=find_work_home	Job feedback Hot Jar/CRO Expert	Save job Hot Jar/CRO Expert	Hourly: $35-$55	Expert	Est. Time:	30+ hrs/week	"Dear Candidate,

Spark Paws is seeking a Hotjar Expert & Conversion Rate Optimization (CRO) Specialist to enhance the user experience and optimize conversion rates on our Shopify store. Your primary focus will be to leverage Hotjar and other analytical tools to identify user friction points, monitor behavior, and implement data-driven improvements to drive higher conversions and improve site performance.

Key Responsibilities:

Hotjar Setup & Management:

1.	Set up and manage Hotjar heatmaps, session recordings, funnels, and feedback polls to track user behavior and uncover areas for improvement.
2.	Continuously monitor Hotjar for insights into drop-off points, scroll depth, and user interactions.
3.	Create and track multiple user journey funnels (e.g., product-only funnels, homepage-to-checkout, mobile vs. desktop) for detailed insights on how users navigate the site.

Conversion Rate Optimization (CRO):

1.	Analyze Hotjar data to detect bottlenecks and areas of user friction, providing actionable recommendations for optimization.
2.	A/B test various versions of landing pages, product pages, and checkout flows to identify the most effective design, layout, and user experience.
3.	Continuously improve UI/UX, page speed, and user navigation based on data-driven insights to increase conversion rates.

Error Tracking & Troubleshooting:

1.	Identify and troubleshoot errors or performance issues (e.g., JavaScript errors, tracking issues) that might be affecting conversion rate or user experience.
2.	Collaborate with the development team to address technical obstacles that impact CRO and overall website performance.

Collaboration & Reporting:

1.	Work closely with design, development, and marketing teams to implement recommended changes and strategies.
2.	Provide regular reports on conversion metrics, user behavior, and the impact of optimizations.

Qualifications:

•	Proven experience in managing Hotjar and using it to drive CRO improvements.
•	Expertise in Conversion Rate Optimization with a strong understanding of eCommerce user behavior and Shopify.
•	Hands-on experience in A/B testing, UI/UX improvements, and optimizing user flows.
•	Familiarity with Google Analytics, Google Tag Manager, and other tracking/analytics tools.
•	Basic understanding of HTML/CSS and JavaScript is a plus.
•	Excellent communication skills and the ability to translate data insights into actionable recommendations.

Please only apply if you have relevant experience.

Thanks!"	more	"about ""Hot Jar/CRO Expert"""	Conversion Rate Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626727209025536	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	Landing Page	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753276624896	Payment verified	Rating is 4.7 out of 5.	$1M+	United States	15 to 20	Web Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795181916160										
4 hours ago	Build an MVP for an AI Dashboard	https://www.upwork.com/jobs/Build-MVP-for-Dashboard_~021884846999427990827/?referrer_url_path=find_work_home	Job feedback Build an MVP for an AI Dashboard	Save job Build an MVP for an AI Dashboard	Hourly: $15-$35	Intermediate	Est. Time:	Hours to be determined	"We are looking for a developer to build a simple MVP for an AI-powered dashboard. The tool will connect to apps like Salesforce, HubSpot, Google & FB Ads, Mailchimp(P.S. tools are tentative, yet to decide) to pull data, show key insights, and automate some tasks for small business managers(Tech Startups).  

MVP:
1. Connect with apps using APIs (e.g., HubSpot, Google Ads, Intercom).  
2. A dashboard to display key metrics and insights.  
3. Basic task automation (e.g., update budgets, send alerts). 
4. AI Insights based on data. 
5. Login system with user roles.  
   
We don’t mind if you haven’t worked on a project like this before, what matters is your willingness to take it on and deliver. If you have experience with similar tools, that’s a plus.  

We have a wireframe draft(attached) to help you understand what we’re looking for. We can also schedule a call to discuss the project in more detail and clarify any questions you might have.

 What We Need From You:    
- An estimate of time and cost to complete the MVP.  
- Clear and well-documented code for future use.  

If you’re interested, please send:  
- Examples of projects you’ve worked on (if any).  
- A short note on how you’d approach this project.  

Looking forward to hearing from you!"	more	"about ""Build an MVP for an AI Dashboard"""	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	OpenAI API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104400580624384	Payment verified	Rating is 0 out of 5.	$0	India	Less than 5	PostgreSQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628000108546	MongoDB	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364627995914245	React.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936				
4 hours ago	ReAct or RAG Agent AI Dev Needed	https://www.upwork.com/jobs/ReAct-RAG-Agent-Dev-Needed_~021884845784846256165/?referrer_url_path=find_work_home	Job feedback ReAct or RAG Agent AI Dev Needed	Save job ReAct or RAG Agent AI Dev Needed	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	Looking for someone to build a ReAct or RAG agent for a straightforward task.			AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Large Language Model	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1631308909744410624	Payment verified	Rating is 4.6 out of 5.	$10K+	United States	20 to 50												
4 hours ago	AI-Powered Chatbot Developer for WhatsApp Business API Integration with Zoho CRM	https://www.upwork.com/jobs/Powered-Chatbot-Developer-for-WhatsApp-Business-API-Integration-with-Zoho-CRM_~021884844750103070757/?referrer_url_path=find_work_home	Job feedback AI-Powered Chatbot Developer for WhatsApp Business API Integration with Zoho CRM	Save job AI-Powered Chatbot Developer for WhatsApp Business API Integration with Zoho CRM	Hourly: $10-$20	Intermediate	Est. Time:	30+ hrs/week	We are seeking an experienced developer to create and maintain an AI-powered chatbot that seamlessly integrates WhatsApp Business API with Zoho CRM. The goal is to automate customer communication and enhance user experience. The ideal candidate will have a strong background in chatbot development, API integration, and familiarity with Zoho CRM functionalities. You will be responsible for ensuring the chatbot operates effectively, providing ongoing maintenance and updates as needed.	more	"about ""AI-Powered Chatbot Developer for WhatsApp Business API Integration with Zoho CRM"""	AI Bot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314170376192	AI Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314254262272	AI Model Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716863997775872	Payment verified	Rating is 0 out of 5.	$0	Israel	10 to 15	AI-Generated Code	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1633880476564385792	ChatGPT API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873664	OpenAI Codex Prompt	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314287816704	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	API Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626714051493888
4 hours ago	Stress Detection AI Tool	https://www.upwork.com/jobs/Stress-Detection-Tool_~021884844064950929445/?referrer_url_path=find_work_home	Job feedback Stress Detection AI Tool	Save job Stress Detection AI Tool	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"AI/ML Engineers** to develop the stress detection model. Stress is a silent epidemic affecting millions of people worldwide. Chronic stress leads to serious health problems like anxiety, depression, heart disease, and burnout.
     - Many people don’t realize they’re stressed until it’s too late, and traditional methods of stress detection (e.g., self-reporting) are often inaccurate or ignored."			Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	SQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782364123136	C++	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274381	Payment verified	Rating is 0 out of 5.	$0	United States	20 to 50	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Data Science	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730384113664	Data Wrangling	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1484275244958666752	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800
4 hours ago	Facebook CAPI Pixel Implementation with HubSpot	https://www.upwork.com/jobs/Facebook-CAPI-Pixel-Implementation-with-HubSpot_~021884843735620101478/?referrer_url_path=find_work_home	Job feedback Facebook CAPI Pixel Implementation with HubSpot	Save job Facebook CAPI Pixel Implementation with HubSpot	Hourly: $8-$25	Intermediate	Est. Time:	Less than 30 hrs/week	We are seeking a skilled freelancer to assist with the implementation of Facebook's Conversions API (CAPI) pixel in conjunction with HubSpot. The ideal candidate should have experience in setting up CAPI, ensuring data accuracy, and optimizing the setup for effective tracking and analytics. You will work closely with our marketing team to streamline our tracking processes, enhance our advertising efforts, and improve overall campaign performance. If you have a strong understanding of both Facebook and HubSpot integration, we would love to hear from you!	more	"about ""Facebook CAPI Pixel Implementation with HubSpot"""	Facebook	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208978227208	HubSpot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626745198395392	Social Media Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626781114220544	Payment verified	Rating is 5.0 out of 5.	$100K+	United States	10 to 15	Facebook Advertising	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1045317633501593600										
